date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:01:09	5147/5147	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:14%20GMT	https://static.wixstatic.com/media/22e53e_6d297acebd3b4b2890f1a0e92b8a7158~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_6d297acebd3b4b2890f1a0e92b8a7158~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_6d297acebd3b4b2890f1a0e92b8a7158_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_6d297acebd3b4b2890f1a0e92b8a7158_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:11	1101986/1101986	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:11%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-5	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-5.html	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:11	2942/2942	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:15%20GMT	https://static.wixstatic.com/media/22e53e_4f99aa57e6a04e6dbcdbfe474fc1654f~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_4f99aa57e6a04e6dbcdbfe474fc1654f~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_4f99aa57e6a04e6dbcdbfe474fc1654f_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_4f99aa57e6a04e6dbcdbfe474fc1654f_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:11	2088/2088	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:17%20GMT	https://static.wixstatic.com/media/22e53e_58f292496eec45eea41b21308739ae1c~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_58f292496eec45eea41b21308739ae1c~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_58f292496eec45eea41b21308739ae1c_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_58f292496eec45eea41b21308739ae1c_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:12	1104841/1104841	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:13%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-6	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-6.html	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:12	2118/2118	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:19%20GMT	https://static.wixstatic.com/media/22e53e_7066c7318bb34be38d3a4f2e3a256021~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_7066c7318bb34be38d3a4f2e3a256021~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_7066c7318bb34be38d3a4f2e3a256021_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_7066c7318bb34be38d3a4f2e3a256021_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:13	3634/3634	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:20%20GMT	https://static.wixstatic.com/media/22e53e_f2d6c005d04646fd8bed4cffbca35c1e~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_f2d6c005d04646fd8bed4cffbca35c1e~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_f2d6c005d04646fd8bed4cffbca35c1e_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_f2d6c005d04646fd8bed4cffbca35c1e_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:13	1102488/1102488	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:14%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-7	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-7.html	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:14	2496/2496	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:23%20GMT	https://static.wixstatic.com/media/22e53e_1ede4ec9bbed46e4bad5859763fb4176~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_1ede4ec9bbed46e4bad5859763fb4176~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_1ede4ec9bbed46e4bad5859763fb4176_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_1ede4ec9bbed46e4bad5859763fb4176_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:14	1991/1991	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:24%20GMT	https://static.wixstatic.com/media/22e53e_a5d9116384fb4659918c011a75175f77~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_a5d9116384fb4659918c011a75175f77~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_a5d9116384fb4659918c011a75175f77_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_a5d9116384fb4659918c011a75175f77_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:16	1102351/1102351	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:16%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-8	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-8.html	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:16	1605/1605	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:27%20GMT	https://static.wixstatic.com/media/22e53e_1addd1e1b4c64c9abd47dbc5f36d4b01~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_1addd1e1b4c64c9abd47dbc5f36d4b01~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_1addd1e1b4c64c9abd47dbc5f36d4b01_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_1addd1e1b4c64c9abd47dbc5f36d4b01_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:16	2565/2565	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:29%20GMT	https://static.wixstatic.com/media/22e53e_fcd691909a3742938a8cfa05c1cd2b0a~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_fcd691909a3742938a8cfa05c1cd2b0a~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_fcd691909a3742938a8cfa05c1cd2b0a_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_fcd691909a3742938a8cfa05c1cd2b0a_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:17	1900/1900	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:31%20GMT	https://static.wixstatic.com/media/22e53e_4a271c0887d34ec6be04a8f3c870b869~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_4a271c0887d34ec6be04a8f3c870b869~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_4a271c0887d34ec6be04a8f3c870b869_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_4a271c0887d34ec6be04a8f3c870b869_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:18	1102060/1102060	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:18%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-9	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-9.html	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:18	4228/4228	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:32%20GMT	https://static.wixstatic.com/media/22e53e_924a086d18674cf281197d72d47207c1~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_924a086d18674cf281197d72d47207c1~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_924a086d18674cf281197d72d47207c1_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_924a086d18674cf281197d72d47207c1_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:19	1102708/1102708	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:19%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-10	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-10.html	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:20	3379/3379	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:35%20GMT	https://static.wixstatic.com/media/22e53e_8adb0d7018b047e0a998acf987fd3fd6~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_8adb0d7018b047e0a998acf987fd3fd6~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_8adb0d7018b047e0a998acf987fd3fd6_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_8adb0d7018b047e0a998acf987fd3fd6_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:20	1583/1583	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:37%20GMT	https://static.wixstatic.com/media/22e53e_4092f4f0f4d844afaed1cfde3069a6da~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_4092f4f0f4d844afaed1cfde3069a6da~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_4092f4f0f4d844afaed1cfde3069a6da_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_4092f4f0f4d844afaed1cfde3069a6da_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:23	1104520/1104520	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:22%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-11	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-11.html	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:23	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Aug%202023%2014:31:24%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/category/sitemap.xml	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/category/sitemap.4b.delayed	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:23	415590/415590	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:23%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/category/robots.txt	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/category/robots.html	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:24	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Aug%202023%2014:31:26%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/category/feed.xml	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/category/feed.4c.delayed	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:26	415626/415626	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:27%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/category/${n.uri}	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/category/${n.html	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:27	415646/415646	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:28%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/category/decodeURIComponent(e	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/category/decodeURIComponent(e.html	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:28	296052/296052	---M-Z	200	added ('OK')	application/javascript	etag:W/%225116ff17c957084ea7602df2290e7eae%22	https://static.parastorage.com/services/communities-blog-ooi/1.856.0/client-viewer/5938.chunk.min.js	C:/My%20Web%20Sites/FashionBlog/static.parastorage.com/services/communities-blog-ooi/1.856.0/client-viewer/5938.chunk.min.js	(from https://khushinahata04.wixsite.com/fashion-blogger/blog)
20:01:28	38198/38198	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e9ed3f229a9ce88a1db2b12203ad7acd%22	https://static.parastorage.com/services/communities-blog-ooi/1.856.0/client-viewer/post-list-pro-gallery.chunk.min.js	C:/My%20Web%20Sites/FashionBlog/static.parastorage.com/services/communities-blog-ooi/1.856.0/client-viewer/post-list-pro-gallery.chunk.min.js	(from https://khushinahata04.wixsite.com/fashion-blogger/blog)
20:01:29	63518/63518	---M-Z	200	added ('OK')	application/javascript	etag:W/%22534a211cf6f4212f0d98ac907a8783e8%22	https://static.parastorage.com/services/communities-blog-ooi/1.856.0/client-viewer/4637.chunk.min.js	C:/My%20Web%20Sites/FashionBlog/static.parastorage.com/services/communities-blog-ooi/1.856.0/client-viewer/4637.chunk.min.js	(from https://khushinahata04.wixsite.com/fashion-blogger/post/template-how-to-write-a-tips-blog-post)
20:01:29	11307/11307	---M-Z	200	added ('OK')	application/javascript	etag:W/%22d161e7e22b552ec95e67b706c20b1d2a%22	https://static.parastorage.com/services/communities-blog-ooi/1.856.0/client-viewer/9742.chunk.min.js	C:/My%20Web%20Sites/FashionBlog/static.parastorage.com/services/communities-blog-ooi/1.856.0/client-viewer/9742.chunk.min.js	(from https://khushinahata04.wixsite.com/fashion-blogger/post/template-how-to-write-a-tips-blog-post)
20:01:29	14412/14412	---M-Z	200	added ('OK')	application/javascript	etag:W/%22ffa881368412990e0dfb25082bfb4ba7%22	https://static.parastorage.com/services/communities-blog-ooi/1.856.0/client-viewer/image-viewer.chunk.min.js	C:/My%20Web%20Sites/FashionBlog/static.parastorage.com/services/communities-blog-ooi/1.856.0/client-viewer/image-viewer.chunk.min.js	(from https://khushinahata04.wixsite.com/fashion-blogger/post/template-how-to-write-a-tips-blog-post)
20:01:30	5389/5389	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Aug%202023%2014:31:32%20GMT	https://static.wixstatic.com/media/e2f969_36d3d5ef66f74b7482a1b2ae51befaff~mv2.png/v1/fill/w_63,h_42,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/e2f969_36d3d5ef66f74b7482a1b2ae51befaff~mv2.png	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/e2f969_36d3d5ef66f74b7482a1b2ae51befaff_mv2.png/v1/fill/w_63,h_42,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/e2f969_36d3d5ef66f74b7482a1b2ae51befaff_mv2.png	(from https://khushinahata04.wixsite.com/fashion-blogger/post/template-how-to-write-a-tips-blog-post)
20:01:34	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Aug%202023%2014:31:35%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/post/sitemap.xml	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/post/sitemap.56.delayed	(from https://khushinahata04.wixsite.com/fashion-blogger/post/template-how-to-write-a-tips-blog-post)
20:01:35	553964/553964	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:34%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/post/robots.txt	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/post/robots.html	(from https://khushinahata04.wixsite.com/fashion-blogger/post/template-how-to-write-a-tips-blog-post)
20:01:35	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Aug%202023%2014:31:37%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/post/feed.xml	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/post/feed.57.delayed	(from https://khushinahata04.wixsite.com/fashion-blogger/post/template-how-to-write-a-tips-blog-post)
20:01:38	553972/553972	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:39%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/post/decodeURIComponent(e	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/post/decodeURIComponent(e.html	(from https://khushinahata04.wixsite.com/fashion-blogger/post/template-how-to-write-a-tips-blog-post)
20:01:39	553901/553901	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:38%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/post/${n.uri}	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/post/${n.html	(from https://khushinahata04.wixsite.com/fashion-blogger/post/template-how-to-write-a-tips-blog-post)
20:01:39	6949/6949	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Aug%202023%2014:31:40%20GMT	https://static.wixstatic.com/media/e2f969_f2295a930d4e467c943000504a455b99~mv2.png/v1/fill/w_63,h_42,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/e2f969_f2295a930d4e467c943000504a455b99~mv2.png	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/e2f969_f2295a930d4e467c943000504a455b99_mv2.png/v1/fill/w_63,h_42,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/e2f969_f2295a930d4e467c943000504a455b99_mv2.png	(from https://khushinahata04.wixsite.com/fashion-blogger/post/your-title-what-s-your-blog-about)
20:01:43	574236/574236	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:43%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/blog/hashtags/VersatileElegance	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/blog/hashtags/VersatileElegance.html	(from https://khushinahata04.wixsite.com/fashion-blogger/post/fashion-and-culture-how-clothes-reflect-our-values)
20:01:44	574482/574482	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:42%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/blog/hashtags/WhiteDressPerfection	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/blog/hashtags/WhiteDressPerfection.html	(from https://khushinahata04.wixsite.com/fashion-blogger/post/fashion-and-culture-how-clothes-reflect-our-values)
20:01:44	574272/574272	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:44%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/blog/hashtags/EffortlessStyle	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/blog/hashtags/EffortlessStyle.html	(from https://khushinahata04.wixsite.com/fashion-blogger/post/fashion-and-culture-how-clothes-reflect-our-values)
20:01:46	574332/574332	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:46%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/blog/hashtags/DressItUpOrDown	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/blog/hashtags/DressItUpOrDown.html	(from https://khushinahata04.wixsite.com/fashion-blogger/post/fashion-and-culture-how-clothes-reflect-our-values)
20:01:47	574036/574036	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:47%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/blog/hashtags/FashionFreedom	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/blog/hashtags/FashionFreedom.html	(from https://khushinahata04.wixsite.com/fashion-blogger/post/fashion-and-culture-how-clothes-reflect-our-values)
20:01:48	574321/574321	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:48%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/blog/hashtags/ChicSimplicity	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/blog/hashtags/ChicSimplicity.html	(from https://khushinahata04.wixsite.com/fashion-blogger/post/fashion-and-culture-how-clothes-reflect-our-values)
20:01:49	5042/5042	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Aug%202023%2014:31:51%20GMT	https://static.wixstatic.com/media/e2f969_80d292efd191464ca0be9ad9839038ca~mv2.png/v1/fill/w_63,h_47,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/e2f969_80d292efd191464ca0be9ad9839038ca~mv2.png	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/e2f969_80d292efd191464ca0be9ad9839038ca_mv2.png/v1/fill/w_63,h_47,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/e2f969_80d292efd191464ca0be9ad9839038ca_mv2.png	(from https://khushinahata04.wixsite.com/fashion-blogger/post/fashion-and-culture-how-clothes-reflect-our-values)
20:01:50	31610/31610	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Aug%202023%2014:31:51%20GMT	https://static.wixstatic.com/media/e2f969_fcfb2fe3e97c4981933cebb9fe592c38~mv2.png/v1/fill/w_104,h_157,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/e2f969_fcfb2fe3e97c4981933cebb9fe592c38~mv2.png	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/e2f969_fcfb2fe3e97c4981933cebb9fe592c38_mv2.png/v1/fill/w_104,h_157,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/e2f969_fcfb2fe3e97c4981933cebb9fe592c38_mv2.png	(from https://khushinahata04.wixsite.com/fashion-blogger/post/fashion-and-culture-how-clothes-reflect-our-values)
20:01:51	574032/574032	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:50%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/blog/hashtags/StylishVersatility	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/blog/hashtags/StylishVersatility.html	(from https://khushinahata04.wixsite.com/fashion-blogger/post/fashion-and-culture-how-clothes-reflect-our-values)
20:01:52	151750/151750	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2014:31:54%20GMT	https://static.wixstatic.com/media/22e53e_2fee033b2eca46cab4eec7fa74e99c31~mv2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/22e53e_2fee033b2eca46cab4eec7fa74e99c31~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_2fee033b2eca46cab4eec7fa74e99c31_mv2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/22e53e_2fee033b2eca46cab4eec7fa74e99c31_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product)
20:01:52	27339/27339	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2014:31:54%20GMT	https://static.wixstatic.com/media/22e53e_422c96a46cfd4873b36279bc94bf5bd4~mv2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/22e53e_422c96a46cfd4873b36279bc94bf5bd4~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_422c96a46cfd4873b36279bc94bf5bd4_mv2.jpg/v1/fill/w_996,h_996,al_c,q_85,usm_0.66_1.00_0.01/22e53e_422c96a46cfd4873b36279bc94bf5bd4_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product)
20:01:53	588764/588764	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:53%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/blank	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/blank.html	(from https://khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product)
20:01:53	1076/1076	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2014:31:55%20GMT	https://static.wixstatic.com/media/22e53e_2fee033b2eca46cab4eec7fa74e99c31~mv2.jpg/v1/fill/w_45,h_45,al_c,q_50,usm_0.66_1.00_0.01/22e53e_2fee033b2eca46cab4eec7fa74e99c31~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_2fee033b2eca46cab4eec7fa74e99c31_mv2.jpg/v1/fill/w_45,h_45,al_c,q_50,usm_0.66_1.00_0.01/22e53e_2fee033b2eca46cab4eec7fa74e99c31_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product)
